age;workart;grade;married;position;familiyperson;color;sex;workhours;earning
39;Private;HS-grad;Divorced;Adm-clerical;Unmarried;Black;Female;40;<=50K
54;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;44;<=50K
42;Private;7th-8th;Divorced;Sales;Not-in-family;White;Female;40;<=50K
26;?;Some-college;Married-civ-spouse;?;Wife;White;Female;20;<=50K
59;Self-emp-inc;Assoc-acdm;Married-civ-spouse;Craft-repair;Husband;White;Male;40;<=50K
42;Private;HS-grad;Married-civ-spouse;Sales;Wife;White;Female;40;>50K
22;Private;Some-college;Never-married;Protective-serv;Own-child;Black;Female;20;<=50K
33;Private;Bachelors;Never-married;Prof-specialty;Not-in-family;White;Female;40;<=50K
39;Private;Some-college;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;40;>50K
18;Self-emp-inc;11th;Never-married;Farming-fishing;Own-child;White;Male;70;<=50K
46;Private;Some-college;Married-civ-spouse;Sales;Husband;Black;Male;60;>50K
24;Private;Bachelors;Never-married;Other-service;Not-in-family;White;Male;40;<=50K
28;Private;Assoc-voc;Married-civ-spouse;Handlers-cleaners;Wife;White;Female;30;<=50K
21;State-gov;HS-grad;Never-married;Adm-clerical;Own-child;White;Female;43;<=50K
22;Private;11th;Never-married;Craft-repair;Own-child;White;Male;30;<=50K
61;Private;5th-6th;Married-civ-spouse;Handlers-cleaners;Husband;Asian-Pac-Islander;Male;40;>50K
56;Federal-gov;Some-college;Married-civ-spouse;Adm-clerical;Husband;Asian-Pac-Islander;Male;40;<=50K
21;Private;Some-college;Never-married;Sales;Own-child;White;Female;20;<=50K
17;Private;10th;Never-married;Handlers-cleaners;Own-child;White;Male;26;<=50K
29;Private;Some-college;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;40;>50K
28;Local-gov;HS-grad;Married-civ-spouse;Protective-serv;Husband;White;Male;40;>50K
62;Private;HS-grad;Widowed;Adm-clerical;Not-in-family;White;Female;38;<=50K
39;Private;HS-grad;Separated;Machine-op-inspct;Not-in-family;Black;Male;40;<=50K
30;Local-gov;HS-grad;Never-married;Protective-serv;Not-in-family;White;Male;40;<=50K
20;?;11th;Never-married;?;Unmarried;White;Male;40;<=50K
18;Local-gov;11th;Never-married;Adm-clerical;Own-child;White;Male;12;<=50K
54;Private;HS-grad;Never-married;Handlers-cleaners;Own-child;White;Male;40;<=50K
49;Private;Some-college;Married-civ-spouse;Transport-moving;Husband;White;Male;40;>50K
33;State-gov;Doctorate;Married-civ-spouse;Prof-specialty;Husband;Asian-Pac-Islander;Male;50;<=50K
50;Private;Bachelors;Married-civ-spouse;Sales;Husband;White;Male;40;>50K
57;Private;HS-grad;Married-civ-spouse;Other-service;Husband;White;Male;78;<=50K
50;State-gov;HS-grad;Divorced;Adm-clerical;Own-child;White;Female;40;<=50K
45;Private;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male;40;>50K
41;Private;Some-college;Married-civ-spouse;Exec-managerial;Own-child;White;Male;40;>50K
23;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;48;<=50K
23;Private;Bachelors;Never-married;Sales;Not-in-family;White;Female;40;<=50K
47;Private;HS-grad;Married-civ-spouse;Adm-clerical;Wife;White;Female;40;<=50K
39;Self-emp-not-inc;Bachelors;Married-civ-spouse;Exec-managerial;Husband;Asian-Pac-Islander;Male;50;<=50K
29;Private;Assoc-voc;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;48;>50K
46;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;Black;Male;40;<=50K
18;Private;5th-6th;Never-married;Handlers-cleaners;Own-child;White;Male;40;<=50K
68;Private;7th-8th;Married-civ-spouse;Craft-repair;Husband;White;Male;40;<=50K
62;Private;Assoc-voc;Married-civ-spouse;Tech-support;Husband;White;Male;40;>50K
43;Private;Assoc-acdm;Married-civ-spouse;Tech-support;Husband;White;Male;40;<=50K
35;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;40;<=50K
21;Private;HS-grad;Never-married;Adm-clerical;Own-child;White;Female;40;<=50K
21;State-gov;Some-college;Never-married;Handlers-cleaners;Own-child;White;Male;40;<=50K
41;Local-gov;Assoc-voc;Divorced;Craft-repair;Unmarried;White;Female;45;<=50K
61;Private;HS-grad;Married-civ-spouse;Transport-moving;Husband;White;Male;40;<=50K
24;Private;HS-grad;Never-married;Craft-repair;Not-in-family;White;Male;50;<=50K
21;Private;HS-grad;Never-married;Protective-serv;Own-child;Black;Male;40;<=50K
36;State-gov;5th-6th;Married-civ-spouse;Other-service;Husband;White;Male;40;<=50K
37;Local-gov;Assoc-voc;Never-married;Protective-serv;Not-in-family;White;Female;40;<=50K
69;Private;12th;Married-civ-spouse;Transport-moving;Husband;White;Male;60;>50K
49;Federal-gov;Some-college;Divorced;Exec-managerial;Not-in-family;White;Female;50;<=50K
55;Private;HS-grad;Married-civ-spouse;Farming-fishing;Husband;White;Male;53;>50K
21;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;40;<=50K
18;Private;10th;Never-married;Other-service;Own-child;White;Male;40;<=50K
26;Private;HS-grad;Married-civ-spouse;Prof-specialty;Not-in-family;Black;Male;40;<=50K
20;?;Some-college;Never-married;?;Own-child;White;Female;18;<=50K
46;Private;HS-grad;Married-civ-spouse;Farming-fishing;Husband;White;Male;55;<=50K
23;Private;10th;Never-married;Craft-repair;Not-in-family;White;Male;40;<=50K
48;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;40;>50K
36;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;48;>50K
42;State-gov;Masters;Divorced;Prof-specialty;Not-in-family;White;Male;40;<=50K
41;Local-gov;Masters;Married-civ-spouse;Prof-specialty;Husband;White;Male;38;>50K
45;Private;Assoc-acdm;Widowed;Sales;Unmarried;White;Female;40;<=50K
52;Private;HS-grad;Divorced;Craft-repair;Not-in-family;White;Male;40;<=50K
22;Local-gov;Bachelors;Never-married;Prof-specialty;Own-child;Black;Female;18;<=50K
20;Private;Some-college;Never-married;Machine-op-inspct;Not-in-family;White;Female;40;<=50K
27;Private;HS-grad;Separated;Machine-op-inspct;Not-in-family;White;Male;43;<=50K
36;Private;HS-grad;Divorced;Exec-managerial;Not-in-family;White;Male;40;<=50K
34;Private;HS-grad;Married-civ-spouse;Transport-moving;Husband;Amer-Indian-Eskimo;Male;52;<=50K
38;Private;Masters;Married-civ-spouse;Prof-specialty;Husband;White;Male;50;>50K
20;?;Some-college;Never-married;?;Own-child;White;Female;40;<=50K
47;Private;HS-grad;Divorced;Sales;Unmarried;White;Female;45;<=50K
21;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;50;<=50K
33;Private;HS-grad;Never-married;Transport-moving;Not-in-family;White;Male;40;<=50K
31;Local-gov;Assoc-acdm;Never-married;Protective-serv;Unmarried;White;Male;40;<=50K
61;Private;12th;Married-civ-spouse;Craft-repair;Husband;White;Male;40;<=50K
46;Private;10th;Married-civ-spouse;Handlers-cleaners;Husband;Black;Male;45;<=50K
55;Local-gov;Masters;Married-civ-spouse;Prof-specialty;Husband;Black;Male;40;>50K
19;State-gov;Some-college;Never-married;Prof-specialty;Own-child;White;Male;40;<=50K
39;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;40;>50K
61;Private;HS-grad;Married-civ-spouse;Other-service;Husband;White;Male;40;<=50K
28;Private;Some-college;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;40;<=50K
28;Private;10th;Married-civ-spouse;Transport-moving;Husband;White;Male;40;<=50K
61;?;HS-grad;Married-civ-spouse;?;Husband;White;Male;38;>50K
61;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;37;<=50K
54;Private;Some-college;Married-civ-spouse;Sales;Husband;White;Male;40;<=50K
50;Self-emp-inc;Some-college;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;70;<=50K
37;Local-gov;Masters;Married-civ-spouse;Prof-specialty;Wife;White;Female;45;>50K
17;?;11th;Never-married;?;Own-child;White;Female;30;<=50K
56;Private;HS-grad;Married-civ-spouse;Sales;Wife;White;Female;4;<=50K
31;Private;Bachelors;Divorced;Exec-managerial;Not-in-family;White;Female;50;>50K
32;State-gov;Bachelors;Married-civ-spouse;Exec-managerial;Wife;White;Female;55;>50K
28;Private;11th;Divorced;Other-service;Unmarried;White;Female;40;<=50K
34;Private;Assoc-voc;Married-civ-spouse;Tech-support;Husband;White;Male;40;<=50K
33;Private;10th;Never-married;Other-service;Own-child;White;Female;25;<=50K
42;Private;Assoc-voc;Divorced;Adm-clerical;Not-in-family;White;Female;35;<=50K
64;Private;Assoc-voc;Married-civ-spouse;Craft-repair;Husband;White;Male;48;<=50K
29;Private;Some-college;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;20;<=50K
41;?;5th-6th;Married-civ-spouse;?;Husband;White;Male;32;<=50K
45;Private;Some-college;Married-civ-spouse;Transport-moving;Husband;White;Male;40;<=50K
48;Private;Masters;Married-civ-spouse;Prof-specialty;Husband;White;Male;45;>50K
44;Private;Some-college;Separated;Tech-support;Not-in-family;White;Female;38;<=50K
34;Federal-gov;Some-college;Never-married;Adm-clerical;Not-in-family;White;Male;40;<=50K
40;Private;HS-grad;Never-married;Machine-op-inspct;Not-in-family;White;Male;45;<=50K
45;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;40;<=50K
23;Private;Some-college;Never-married;Other-service;Own-child;White;Female;20;<=50K
51;Private;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male;55;>50K
24;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;50;<=50K
57;Private;Bachelors;Widowed;Prof-specialty;Unmarried;White;Male;40;>50K
23;Private;Some-college;Never-married;Adm-clerical;Not-in-family;White;Female;40;<=50K
34;Private;Some-college;Married-civ-spouse;Farming-fishing;Husband;White;Male;40;>50K
36;Private;HS-grad;Divorced;Machine-op-inspct;Not-in-family;White;Male;40;<=50K
56;Self-emp-inc;Prof-school;Married-civ-spouse;Prof-specialty;Husband;White;Male;32;>50K
42;Private;HS-grad;Divorced;Exec-managerial;Unmarried;White;Female;40;<=50K
45;Self-emp-inc;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male;60;<=50K
38;Private;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male;70;>50K
29;Local-gov;Assoc-voc;Married-civ-spouse;Protective-serv;Husband;White;Male;40;>50K
54;Private;Bachelors;Divorced;Prof-specialty;Not-in-family;White;Male;40;<=50K
40;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;40;>50K
29;Private;HS-grad;Married-civ-spouse;Transport-moving;Husband;White;Male;40;<=50K
35;Federal-gov;Bachelors;Never-married;Exec-managerial;Own-child;White;Male;40;<=50K
47;Private;HS-grad;Separated;Exec-managerial;Unmarried;White;Female;37;<=50K
51;Private;Assoc-voc;Never-married;Exec-managerial;Not-in-family;White;Female;43;<=50K
28;Private;HS-grad;Never-married;Other-service;Other-relative;White;Male;40;<=50K
58;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;45;>50K
24;Private;HS-grad;Never-married;Machine-op-inspct;Own-child;White;Female;25;<=50K
46;State-gov;HS-grad;Divorced;Exec-managerial;Not-in-family;White;Male;40;<=50K
57;Private;10th;Married-civ-spouse;Machine-op-inspct;Husband;Black;Male;48;<=50K
22;Private;HS-grad;Never-married;Handlers-cleaners;Other-relative;White;Male;20;<=50K
28;Private;Bachelors;Never-married;Tech-support;Not-in-family;Black;Male;30;<=50K
17;?;10th;Never-married;?;Own-child;White;Male;25;<=50K
23;Private;HS-grad;Never-married;Sales;Own-child;White;Male;60;<=50K
19;Private;HS-grad;Never-married;Handlers-cleaners;Not-in-family;White;Male;40;<=50K
66;State-gov;HS-grad;Widowed;Prof-specialty;Unmarried;Black;Female;35;<=50K
38;Private;Some-college;Married-civ-spouse;Exec-managerial;Husband;White;Male;55;<=50K
39;Federal-gov;Some-college;Divorced;Exec-managerial;Unmarried;Black;Female;40;<=50K
39;?;12th;Married-civ-spouse;?;Husband;White;Male;40;<=50K
47;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;40;>50K
39;Private;HS-grad;Divorced;Transport-moving;Own-child;White;Male;60;<=50K
22;Private;Some-college;Never-married;Transport-moving;Own-child;White;Male;40;<=50K
36;Private;HS-grad;Never-married;Craft-repair;Own-child;Black;Male;30;<=50K
32;Private;Some-college;Married-civ-spouse;Machine-op-inspct;Husband;Asian-Pac-Islander;Male;40;<=50K
29;?;HS-grad;Never-married;?;Not-in-family;White;Male;40;<=50K
43;Local-gov;Bachelors;Never-married;Prof-specialty;Not-in-family;White;Male;40;<=50K
51;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;40;<=50K
42;Private;5th-6th;Married-civ-spouse;Craft-repair;Husband;White;Male;60;<=50K
32;State-gov;12th;Never-married;Adm-clerical;Unmarried;White;Female;40;<=50K
34;Private;Some-college;Never-married;Adm-clerical;Own-child;White;Male;40;<=50K
51;Private;Assoc-voc;Married-civ-spouse;Craft-repair;Husband;White;Male;57;<=50K
38;Private;Bachelors;Married-civ-spouse;Sales;Husband;White;Male;44;<=50K
21;Private;HS-grad;Never-married;Handlers-cleaners;Own-child;Black;Male;20;<=50K
33;Self-emp-not-inc;Bachelors;Never-married;Other-service;Not-in-family;White;Female;15;<=50K
34;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;40;<=50K
32;Private;HS-grad;Married-civ-spouse;Exec-managerial;Husband;White;Male;40;<=50K
38;?;Assoc-voc;Never-married;?;Own-child;White;Male;15;<=50K
27;Self-emp-not-inc;HS-grad;Married-civ-spouse;Other-service;Husband;Black;Male;60;>50K
35;Self-emp-inc;Some-college;Married-civ-spouse;Sales;Husband;White;Male;50;>50K
29;State-gov;Bachelors;Never-married;Prof-specialty;Not-in-family;White;Male;50;<=50K
40;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;40;<=50K
46;Private;7th-8th;Married-civ-spouse;Farming-fishing;Husband;Black;Male;30;<=50K
37;Private;HS-grad;Never-married;Other-service;Unmarried;Black;Female;30;<=50K
38;Self-emp-not-inc;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;25;<=50K
37;Private;Some-college;Married-civ-spouse;Exec-managerial;Husband;Black;Male;60;>50K
44;Private;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male;45;>50K
25;Private;Masters;Never-married;Prof-specialty;Not-in-family;White;Male;30;<=50K
38;Private;HS-grad;Never-married;Sales;Unmarried;White;Male;42;<=50K
34;Local-gov;Assoc-acdm;Divorced;Adm-clerical;Unmarried;White;Female;10;<=50K
50;Self-emp-not-inc;HS-grad;Married-civ-spouse;Sales;Husband;White;Male;60;>50K
46;Private;Some-college;Married-civ-spouse;Exec-managerial;Husband;White;Male;50;>50K
20;Private;5th-6th;Never-married;Handlers-cleaners;Unmarried;White;Male;30;<=50K
47;State-gov;Assoc-voc;Married-civ-spouse;Exec-managerial;Husband;White;Male;38;>50K
46;Private;Doctorate;Married-civ-spouse;Prof-specialty;Husband;White;Male;60;>50K
34;Private;Assoc-acdm;Divorced;Sales;Not-in-family;White;Male;40;<=50K
61;Private;HS-grad;Married-civ-spouse;Transport-moving;Husband;White;Male;40;<=50K
55;State-gov;Some-college;Divorced;Prof-specialty;Not-in-family;Black;Female;37;<=50K
36;Private;HS-grad;Never-married;Transport-moving;Not-in-family;White;Male;35;<=50K
28;Private;Some-college;Never-married;Exec-managerial;Not-in-family;White;Female;40;>50K
22;Private;HS-grad;Never-married;Other-service;Not-in-family;White;Male;40;<=50K
34;Private;Some-college;Never-married;Sales;Own-child;Black;Female;35;<=50K
33;Private;Some-college;Never-married;Machine-op-inspct;Not-in-family;Black;Male;40;<=50K
27;Private;HS-grad;Never-married;Other-service;Own-child;White;Female;32;<=50K
43;Federal-gov;Masters;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;12;<=50K
55;Private;10th;Married-civ-spouse;Craft-repair;Husband;White;Male;40;>50K
39;Self-emp-not-inc;10th;Married-spouse-absent;Other-service;Not-in-family;White;Female;15;<=50K
20;Private;Some-college;Never-married;Other-service;Own-child;White;Male;33;<=50K
38;Private;HS-grad;Never-married;Handlers-cleaners;Not-in-family;Black;Male;40;<=50K
30;Private;Some-college;Never-married;Craft-repair;Not-in-family;White;Male;40;<=50K
21;Private;11th;Never-married;Other-service;Own-child;White;Male;42;<=50K
60;Private;HS-grad;Married-civ-spouse;Prof-specialty;Husband;White;Male;30;<=50K
43;Private;Some-college;Never-married;Handlers-cleaners;Not-in-family;White;Male;40;<=50K
36;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;45;>50K
23;Private;Some-college;Never-married;Other-service;Unmarried;White;Female;48;<=50K
57;Local-gov;Some-college;Married-civ-spouse;Handlers-cleaners;Husband;Black;Male;40;>50K
25;Local-gov;HS-grad;Never-married;Handlers-cleaners;Other-relative;Black;Male;40;<=50K
38;Private;HS-grad;Divorced;Other-service;Unmarried;Black;Female;32;<=50K
22;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;35;<=50K
23;Private;5th-6th;Never-married;Craft-repair;Not-in-family;White;Male;40;<=50K
61;Self-emp-not-inc;HS-grad;Never-married;Sales;Not-in-family;White;Female;44;<=50K
28;Private;Some-college;Divorced;Craft-repair;Not-in-family;White;Male;46;<=50K
17;?;11th;Never-married;?;Own-child;White;Female;10;<=50K
21;Private;Some-college;Never-married;Other-service;Own-child;White;Female;25;<=50K
49;Private;Masters;Married-civ-spouse;Prof-specialty;Husband;White;Male;40;<=50K
37;Private;12th;Divorced;Craft-repair;Own-child;White;Male;35;<=50K
23;Private;Some-college;Never-married;Other-service;Own-child;White;Female;40;<=50K
38;Self-emp-not-inc;Some-college;Married-civ-spouse;Prof-specialty;Husband;White;Male;50;<=50K
34;Local-gov;Bachelors;Married-civ-spouse;Prof-specialty;Wife;White;Female;46;>50K
21;Private;HS-grad;Never-married;Machine-op-inspct;Own-child;White;Female;40;<=50K
27;State-gov;Some-college;Married-civ-spouse;Exec-managerial;Husband;Black;Male;40;>50K
57;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;84;>50K
22;Private;HS-grad;Never-married;Handlers-cleaners;Own-child;Black;Male;25;<=50K
20;Private;Some-college;Never-married;Adm-clerical;Not-in-family;Other;Female;35;<=50K
49;Self-emp-inc;Some-college;Married-civ-spouse;Prof-specialty;Wife;White;Female;65;>50K
38;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;40;<=50K
40;Private;Bachelors;Married-civ-spouse;Tech-support;Husband;White;Male;40;<=50K
44;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;Black;Male;40;<=50K
37;Self-emp-not-inc;Some-college;Married-civ-spouse;Adm-clerical;Wife;White;Female;20;<=50K
57;Private;Masters;Divorced;Prof-specialty;Not-in-family;White;Male;30;<=50K
56;Private;7th-8th;Never-married;Other-service;Own-child;White;Female;30;<=50K
41;Private;Assoc-acdm;Divorced;Prof-specialty;Not-in-family;White;Male;80;<=50K
50;Self-emp-not-inc;HS-grad;Married-civ-spouse;Other-service;Husband;Asian-Pac-Islander;Male;60;<=50K
33;Private;9th;Never-married;Machine-op-inspct;Not-in-family;White;Male;50;<=50K
29;Private;Masters;Married-civ-spouse;Sales;Husband;White;Male;20;<=50K
28;Federal-gov;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male;40;>50K
35;Private;10th;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;50;<=50K
36;Private;HS-grad;Divorced;Craft-repair;Unmarried;White;Male;40;<=50K
45;Private;Doctorate;Divorced;Prof-specialty;Unmarried;Black;Female;35;>50K
30;Self-emp-not-inc;Assoc-acdm;Never-married;Craft-repair;Own-child;White;Male;40;<=50K
35;Self-emp-inc;HS-grad;Married-civ-spouse;Other-service;Husband;White;Male;60;<=50K
27;Private;Assoc-voc;Married-civ-spouse;Sales;Husband;White;Male;40;<=50K
